"The Lilly Faculty Registry reports direct and indirect payments by Lilly, as well as Lilly’s portion of alliance partnership payments, to health care professionals serving as faculty members. When the ""Entity Paid"" is a company, hospital or university, and there is a different name listed as the service provider, it reflects an indirect payment which may or may not actually have been received in whole or in part by the listed service provider. Note: This report is designed to comply with Lilly’s Corporate Integrity Agreement reporting obligations. Due to differences in scope and definitions, the data reported in this report may differ from data included in reports submitted by Lilly for compliance with state payment reporting laws.","","","","","","","",""
"MARCEAU, ANGELA","NAPLES, FL",FL,"MARCEAU, ANGELA","7,538","","",522,"8,060"
"MARCINO, SARA L","MT PLEASANT, SC",SC,"MARCINO, SARA L","","12,450","",98,"12,548"
"MARCUM, MICHAEL M","OGDEN, UT",UT,"MARCUM, MICHAEL M","","35,975","","2 ,482","38,457"
"MARCUS, ROBERT A","SANTA FE, NM",NM,"MARCUS, ROBERT A","","43,100","19,375","3 ,238","65,713"
"MARESCA, WARREN L","WAYNE, NJ",NJ,"MARESCA, WARREN L","","5,184","","","5,184"
MARGOLIS ENTERPRISES INC.,"CORAL GABLES, FL",FL,"MARGOLIS, JAMES R","","13,284","",396,"13,680"
"MARIANA MARTINASEVIC, MD PA","FORT LAUDERDALE, FL",FL,"MARTINASEVIC, MARIANA K","","11,925","",531,"12,456"
"MARICIC, MICHAEL J","TUCSON, AZ",AZ,"MARICIC, MICHAEL J","","50,475","","3 ,307","53,782"
MARK E. REYNOLDS M.D. INC.,"BELLBROOK, OH",OH,"REYNOLDS, MARK E","","51,188","3,250","8 ,817","63,255"
"MARK J. GODAT, MD PA","DALLAS, TX",TX,"GODAT, MARK J","","5,025","",174,"5,199"
"MARK J. SONTAG, MD","REDWOOD CITY, CA",CA,"SONTAG, MARK J","","","",27,27
MARK MAGULAC M.D. A PROF CORP,"SAN DIEGO, CA",CA,"MAGULAC, MARK L","","51,300","",805,"52,105"
"MARK O. CARLSON, MD","SIOUX CITY, IA",IA,"CARLSON, MARK O","","12,225","",723,"12,948"
"MARK P. MILLER, M.D., INC.","ANAHEIM, CA",CA,"MILLER, MARK P","","8,884","",264,"9,149"
"MARK R. OGLE, M.D.","INDIANAPOLIS, IN",IN,"OGLE, MARK R","","41,750","","1 ,648","43,398"
"MARKENSON, JOSEPH A","NEW YORK, NY",NY,"MARKENSON, JOSEPH A","","","3,750",256,"4,006"
"MARKMAN, MAURIE","HOUSTON, TX",TX,"MARKMAN, MAURIE","","22,613","","3 ,262","25,875"
"MARKS, DAVID M","DURHAM, NC",NC,"MARKS, DAVID M","","57,025","","1 ,451","58,476"
"MARLA C. DUBINSKY, MD CORP","LOS ANGELES, CA",CA,"DUBINSKY, MARLA C","","","2,500",112,"2,612"
"MARMUR, JONATHAN D","BROOKLYN, NY",NY,"MARMUR, JONATHAN D","","5,484","",40,"5,524"
"MAROWSKI, CHRISTOPHER M","MANITOWOC, WI",WI,"MAROWSKI, CHRISTOPHER M","","",625,"",625
"MARRALE, JONETE C","ORCHARD PARK, NY",NY,"MARRALE, JONETE C","3,263","","",113,"3,376"
"MARRERO, DAVID G","INDIANAPOLIS, IN",IN,"MARRERO, DAVID G","","","3,500",731,"4,231"
"MARROQUIN, GERARD A","WACO, TX",TX,"MARROQUIN, GERARD A","","4,450","","","4,450"
"MARSHALL, JEFF J","GAINESVILLE, GA",GA,"MARSHALL, JEFF J","","2,650","","","2,650"
"MARSLAND, THOMAS A A","ORANGE PARK, FL",FL,"MARSLAND, THOMAS A A","","","1,875","","1,875"
"MARSTELLAR, JANICE","MAUMEE, OH",OH,"MARSTELLAR, JANICE","","",375,"",375
"MARTENS, JOHN P","LAKEWOOD, CO",CO,"MARTENS, JOHN P","","4,950","",218,"5,168"
"MARTIN C. PALMER MD INC, A PROFESSIONAL CORPORATION","LAKE SHERWOOD, CA",CA,"PALMER, MARTIN C","","8,288","",222,"8,510"
"MARTIN L. CHARLAT, MD, INC.","ENCINITAS, CA",CA,"CHARLAT, MARTIN L","","19,559","",18,"19,577"
"MARTIN L. MANDEL, MD","WILLOUGHBY, OH",OH,"MANDEL, MARTIN L","","2,906","","","2,906"
"MARTIN, BARBARA H","CHARLOTTESVILLE, VA",VA,"MARTIN, BARBARA H","1,838","","",196,"2,033"
"MARTIN, CATHERINE","PORT HURON, MI",MI,"MARTIN, CATHERINE","",181,"","",181
"MARTIN, CHRISTOPHER G","AMHERST, NY",NY,"MARTIN, CHRISTOPHER G","","16,725","",285,"17,010"
"MARTIN, EVA M","SARASOTA, FL",FL,"MARTIN, EVA M","4,200","","",116,"4,316"
"MARTIN, KIMBERLY","CINCINNATI, OH",OH,"MARTIN, KIMBERLY","","","1,000",90,"1,090"
"MARTIN, LYDA","SANTA BARBARA, CA",CA,"MARTIN, LYDA","2,869","","",61,"2,930"
"MARTIN, PAUL A","DAYTON, OH",OH,"MARTIN, PAUL A","","18,750","","1 ,053","19,803"
"MARTIN, PAULA","COLTON, CA",CA,"MARTIN, PAULA","1,013","","","","1,013"
"MARTIN, STEVEN L","LINCOLN, NE",NE,"MARTIN, STEVEN L","","4 ,334","","","4,334"
"MARTINCIC, DANKO","SPOKANE VALLEY, WA",WA,"MARTINCIC, DANKO","","7 ,163","","","7,163"
"MARTINEZ RIVERA, CARLOS M","MAYAGUEZ, PR",PR,"MARTINEZ RIVERA, CARLOS M","","8 ,006","",63,"8,069"
"MARTINEZ, DEOGRACIAS R","MORENO VALLEY, CA",CA,"MARTINEZ, DEOGRACIAS R","","3 ,188","",358,"3,545"
"MARTINEZ, JUVENAL E","MIAMI, FL",FL,"MARTINEZ, JUVENAL E","","35,588","","1 ,541","37,129"
"MARTINEZ, MIRIAN E","MODESTO, CA",CA,"MARTINEZ, MIRIAN E","19,125","","","1 ,586","20,711"
"MARTINEZ, RAMON O","ORLANDO, FL",FL,"MARTINEZ, RAMON O","","29,300","","2 ,888","32,188"
"MARTINEZ-RIO, MANUEL A","AVENTURA, FL",FL,"MARTINEZ-RIO, MANUEL A","","","1,875",30,"1,905"
"MARTINS, RENATO","SEATTLE, WA",WA,"MARTINS, RENATO","","11,025","4,700",576,"16,301"
"MARTYAK, THOMAS E","FREDERICKSBURG, VA",VA,"MARTYAK, THOMAS E","","29,109","","1 ,152","30,261"
"MARTZ, DEBORAH","LAS VEGAS, NV",NV,"MARTZ, DEBORAH","17,400","","","3 ,631","21,031"
"MARUCA, JOSEPH J","GRAND JUNCTION, CO",CO,"MARUCA, JOSEPH J","","7,088","",197,"7,284"
"MARUVADA, UMAMAHESWA R","CORPUS CHRISTI, TX",TX,"MARUVADA, UMAMAHESWA R","","43,325","","2 ,328","45,653"
"MARVIN, REBECCA L","WOODSTOCK, IL",IL,"MARVIN, REBECCA L","8,438",300,"",843,"9,580"
"MARWAH, ONKARJIT S","GLENDALE, CA",CA,"MARWAH, ONKARJIT S","","6,884","","","6,884"
"MARWAH, RAJENDRA K","EL PASO, TX",TX,"MARWAH, RAJENDRA K","","49,925","","4 ,841","54,766"
"MARY PAT ROY MD, LLC","NORTHAMPTON, MA",MA,"ROY, MARY P","","34,288","","4 ,608","38,895"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
"MARYNIUK, MELINDA D","BOSTON, MA",MA,"MARYNIUK, MELINDA D","","","8,500",116,"8,616"
"MARYON, THOMAS","CHICAGO, IL",IL,"MARYON, THOMAS","","","",127,127
"MASAND, PRAKASH S","CARY, NC",NC,"MASAND, PRAKASH S","","57,763","","6 ,063","63,825"
"MASON, DEBBIE","MIDLAND, TX",TX,"MASON, DEBBIE","3,263","","",78,"3,341"
"MASON, OREN W","GRAND RAPIDS, MI",MI,"MASON, OREN W","","47,950","12,750","6 ,036","66,736"
"MASRI, MOHAMMAD T","WATERLOO, IA",IA,"MASRI, MOHAMMAD T","","","1,875","","1,875"
"MASSEY, JOHN R","LINCOLN, NE",NE,"MASSEY, JOHN R","","10,838","","","10,838"
"MASUD, FAISAL N","HOUSTON, TX",TX,"MASUD, FAISAL N","","28,875","","2 ,549","31,424"
"MASYS, NANCY","LAWRENCE, MA",MA,"MASYS, NANCY","1,125","","",145,"1,270"
"MATA, CRISTINA M","FORT LAUDERDALE, FL",FL,"MATA, CRISTINA M","","2,469","",106,"2,575"
"MATAR, FADI A","TAMPA, FL",FL,"MATAR, FADI A","","1,100","","","1,100"
"MATHEW, STANLEY","O FALLON, MO",MO,"MATHEW, STANLEY","","10,131","","","10,131"
"MATHEW, THOMAS C","NEW HARTFORD, NY",NY,"MATHEW, THOMAS C","","16,984","",559,"17,543"
"MATHUR, GARIMA","EL PASO, TX",TX,"MATHUR, GARIMA",938,"","",145,"1,082"
"MATHUR, PRADEEP","BOARDMAN, OH",OH,"MATHUR, PRADEEP","","7,200","",274,"7,474"
"MATNEY, STEPHEN L","GREENFIELD, IN",IN,"MATNEY, STEPHEN L","","12,488","",267,"12,754"
"MATTHEW A. BERGER, M.D., P.C.","MOOSIC, PA",PA,"BERGER, MATTHEW A","","51,300","1,000","4 ,900","57,200"
"MATTHEWS, VICTOR W","OCOEE, FL",FL,"MATTHEWS, VICTOR W","","3,113","","","3,113"
"MATWIJIW, IGOR E","TEXARKANA, TX",TX,"MATWIJIW, IGOR E","","13,188","","","13,188"
"MAXWELL, PAMELA R","SAN ANTONIO, TX",TX,"MAXWELL, PAMELA R","","","1,453",111,"1,564"
"MAYBEE, JANUS L","ROSEBURG, OR",OR,"MAYBEE, JANUS L","",225,"","",225
"MAYER, DAVID","CHICAGO, IL",IL,"MAYER, DAVID","","","6,563",479,"7,042"
"MAYER, THOMAS A","BANNOCKBURN, IL",IL,"MAYER, THOMAS A","","13,284","",31,"13,315"
"MAYHAUS, DAVID C","CINCINNATI, OH",OH,"MAYHAUS, DAVID C","","",969,133,"1,102"
"MAYO, KAREN B","SEWICKLEY, PA",PA,"MAYO, KAREN B","11,775","","","1 ,003","12,778"
"MCAFEE, ROBERT K","YUBA CITY, CA",CA,"MCAFEE, ROBERT K","","2,188","",27,"2,214"
"MCALLISTER, PETER J","MILFORD, CT",CT,"MCALLISTER, PETER J","","49,950","1,500","4 ,499","55,949"
"MCAULEY, ROBERT A","ROSEVILLE, CA",CA,"MCAULEY, ROBERT A","","6,800","",15,"6,815"
"MCBATH, GRETE C","CORPUS CHRISTI, TX",TX,"MCBATH, GRETE C","28,194","1 ,613","","2 ,371","32,178"
"MCCAFFERTY, LINDA R","HERMITAGE, TN",TN,"MCCAFFERTY, LINDA R","","34,425","","3 ,263","37,688"
"MCCAFFREY, FRANCES C","ANNAPOLIS, MD",MD,"MCCAFFREY, FRANCES C",113,"","","",113
"MCCAIN, DAVID B","ABILENE, TX",TX,"MCCAIN, DAVID B","","1,784","",95,"1,879"
"MCCARRON, ROBERT M","SACRAMENTO, CA",CA,"MCCARRON, ROBERT M","","44,900","","5 ,415","50,315"
"MCCARTHY, PATRICK","PITTSBURGH, PA",PA,"MCCARTHY, PATRICK","1,050","","","","1,050"
"MCCARTNEY, ROBERT D","AURORA, CO",CO,"MCCARTNEY, ROBERT D","","13,500","",861,"14,361"
"MCCLAIN, DONALD A","SALT LAKE CITY, UT",UT,"MCCLAIN, DONALD A","","","1,938",72,"2,010"
"MCCLANAHAN, MARK A","FREDERICKSBURG, VA",VA,"MCCLANAHAN, MARK A","","7 ,281","",72,"7,353"
"MCCLARY, CAROLE P","ROCHESTER, NY",NY,"MCCLARY, CAROLE P","4,369","","",255,"4,624"
"MCCLEARN, NANCY","ALBANY, NY",NY,"MCCLEARN, NANCY","4,800","","",170,"4,970"
"MCCLELLAN, DEBRA","KINGSPORT, TN",TN,"MCCLELLAN, DEBRA","43,575","","","7 ,028","50,603"
"MCCLUNG, MICHAEL R","PORTLAND, OR",OR,"MCCLUNG, MICHAEL R","","10,100","4,500","1 ,255","15,855"
"MCCLURE, JOHN M","MOUNT PLEASANT, MI",MI,"MCCLURE, JOHN M","","9 ,250","",158,"9,408"
"MCCONNELL, DORTHA","RIVES JUNCTION, MI",MI,"MCCONNELL, DORTHA","16,163","","","3 ,777","19,940"
"MCCORMIC, RUPERT J","GREER, SC",SC,"MCCORMIC, RUPERT J","","37,950","",68,"38,018"
"MCCORMICK PRIES, CHRISTINE","BETTENDORF, IA",IA,"MCCORMICK PRIES, CHRISTINE","11,419","1,969",250,"2 ,651","16,289"
"MCCOY, DAVID M","KNOXVILLE, TN",TN,"MCCOY, DAVID M","","17,988","1,000","2 ,206","21,193"
"MCCOY, KATHLEEN T","COOKEVILLE, TN",TN,"MCCOY, KATHLEEN T","17,450","","","6 ,885","24,335"
"MCDANIEL, KENT G","GLEN ALLEN, VA",VA,"MCDANIEL, KENT G","","26,775","",373,"27,148"
"MCDERMOTT, MICHAEL T","AURORA, CO",CO,"MCDERMOTT, MICHAEL T","","53,288",500,"2 ,032","55,820"
"MCDONALD, MAXWELL C","SHREVEPORT, LA",LA,"MCDONALD, MAXWELL C","","13,088","","","13,088"
"MCELROY, CHRISTOPHER S","EVANS, GA",GA,"MCELROY, CHRISTOPHER S","","3,850","","","3,850"
"MCEVOY, JOSEPH P","BUTNER, NC",NC,"MCEVOY, JOSEPH P","","54,950","3,750","3 ,491","62,191"
"MCFEELY, MARY E","SAN DIEGO, CA",CA,"MCFEELY, MARY E",375,"","",145,520
"MCGARRITY, MICHAEL S","WILMINGTON, NC",NC,"MCGARRITY, MICHAEL S","","4,031","",9,"4,040"
"MCGEENEY, BRIAN E","WEYMOUTH, MA",MA,"MCGEENEY, BRIAN E","","7 ,950","","","7,950"
"MCGONIGAL, MICHAEL P","BETHEL PARK, PA",PA,"MCGONIGAL, MICHAEL P","","52,725","","2 ,387","55,112"
"MCGRATH, JANE E","MANCHESTER, NH",NH,"MCGRATH, JANE E","","","",113,113
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
"MCGRATH, MICHAEL J","HOLUALOA, HI",HI,"MCGRATH, MICHAEL J","","48,400","","3 ,216","51,616"
"MCGREW, FRANK A","GERMANTOWN, TN",TN,"MCGREW, FRANK A","","5,384","",19,"5,403"
"MCGUIRE, WILLIAM P","BALTIMORE, MD",MD,"MCGUIRE, WILLIAM P","","","1,125","","1,125"
"MCHUGH, PETER H","WINSTON SALEM, NC",NC,"MCHUGH, PETER H","","4,200","",74,"4,274"
"MCILWAIN, HARRIS H","BRANDON, FL",FL,"MCILWAIN, HARRIS H","","6,875","",115,"6,990"
"MCKEE, JERRY","HUNTSVILLE, TX",TX,"MCKEE, JERRY","",600,"","",600
"MCKELVEY, THOMAS G","MOBILE, AL",AL,"MCKELVEY, THOMAS G","","4,150","","","4,150"
"MCKINSEY, JONATHON P","CONCORD, NC",NC,"MCKINSEY, JONATHON P","","51,300","","5 ,281","56,581"
"MCLAUGHLIN, DOUG J","CLEVELAND, OH",OH,"MCLAUGHLIN, DOUG J","","39,750","","1 ,250","41,000"
"MCLELAND, MOLLY","CHILLICOTHE, OH",OH,"MCLELAND, MOLLY",338,"","",18,355
"MCLEOD, CARROLL M","JACKSON, MS",MS,"MCLEOD, CARROLL M","","48,775","","1 ,331","50,106"
"MCLUCKIE, ALLEN E","ROANOKE, VA",VA,"MCLUCKIE, ALLEN E","","13,684","",61,"13,745"
"MCMURRAY, DIANA","MC DONALD, TN",TN,"MCMURRAY, DIANA","2,363","","",175,"2,538"
"MCNAMARA, DONNA M","HACKENSACK, NJ",NJ,"MCNAMARA, DONNA M","","1,700","","","1,700"
"MCNAMARA, MICHAEL D","NEWPORT, VT",VT,"MCNAMARA, MICHAEL D","","16,800","","1 ,116","17,916"
"MCNAMARA, MICHAEL R","LEWISTON, MI",MI,"MCNAMARA, MICHAEL R","",200,"",79,279
"MCNERNEY, ROBERT E","ARLINGTON, WA",WA,"MCNERNEY, ROBERT E","4,019","","","1 ,272","5,291"
"MCNETT, MICHAEL M","TINLEY PARK, IL",IL,"MCNETT, MICHAEL M","","9,950","2,000",574,"12,524"
"MCQUELLON, RICHARD","WINSTON SALEM, NC",NC,"MCQUELLON, RICHARD","","48,150","1,250","6 ,697","56,097"
"MCWILLIAMS, GREGORY J","TULSA, OK",OK,"MCWILLIAMS, GREGORY J","","6,034","","","6,034"
"MCWILLIAMS, JAN","PITTSBURGH, PA",PA,"MCWILLIAMS, JAN",619,"","",13,632
"MEACHAM, JAMES E","INDIANAPOLIS, IN",IN,"MEACHAM, JAMES E","","23,163","",804,"23,967"
"MEASE, PHILIP J","SEATTLE, WA",WA,"MEASE, PHILIP J","","16,013","8,625",181,"24,818"
"MEASOM, MICHAEL O","SALT LAKE CITY, UT",UT,"MEASOM, MICHAEL O","","51,813","8,000","3 ,372","63,185"
"MED-GROUP, LLC","CLOSTER, NJ",NJ,"ZAIDI, SYED A","","26,800","",197,"26,997"
"MEDI, RAVI","ODESSA, TX",TX,"MEDI, RAVI","","3,050","",179,"3,229"
"MEDICAL CARE SPECIALISTS, LTD","SKOKIE, IL",IL,"WOLF, ROBERT J","","19,800","","1 ,082","20,882"
"MEDICAL CONSULTING ASSOCIATES, PA","NORTH BAY VILLAGE, FL",FL,"FURMAN, JOSHUA","",84,"","",84
MEDICAL CONSULTING FIRM OF DR. BEN EBRAHIMI,"ANAHEIM HILLS, CA",CA,"EBRAHIMI, BEHNAM I","","21,563","",722,"22,284"
MEDICAL EDUCATION AND CONSULTING,"PORTLAND, ME",ME,"BABIRAK, STEPHAN P","","11,906","","1 ,404","13,311"
MEDICAL GROUP OF ENCINO,"ENCINO, CA",CA,"KAYNE, DAVID M","","4,650","",40,"4,690"
MEDICAL SPECIALISTS OF KENTUCKIANA,"LOUISVILLE, KY",KY,"NADAR, KRISHNA S","","2,100","","","2,100"
"MEDICAL SPECIALTY ASSOCAITES, P.C.","GRAND RAPIDS, MI",MI,"PAWL, LAWRENCE E","","14,100","",625,"14,725"
"MEDICAL WAY & CONSULTING, INC.","WEST PALM BEACH, FL",FL,"BOSTROM, SAMANTHA N","","50,925","","8 ,035","58,960"
"MEDINA, JAMIE L","ARTESIA, CA",CA,"MEDINA, JAMIE L","7,875","","","3 ,328","11,203"
"MEEHAN, RENEE M","TAMPA, FL",FL,"MEEHAN, RENEE M","13,213","","10,330","1 ,130","24,672"
"MEEK, BRAD L","BATON ROUGE, LA",LA,"MEEK, BRAD L","","3,888","",550,"4,438"
"MEEKER, MARK A","GALESBURG, IL",IL,"MEEKER, MARK A","","28,950","4,750","1 ,207","34,907"
"MEGO, CARLOS D","MCALLEN, TX",TX,"MEGO, CARLOS D","","3,484","","","3,484"
"MEHRA, VIKRAM","HOUSTON, TX",TX,"MEHRA, VIKRAM","","31,800","","2 ,967","34,767"
"MEHRAN, ROXANNA","NEW YORK, NY",NY,"MEHRAN, ROXANNA","","",281,"",281
"MEHRLE, ANDERSON P","BARTLESVILLE, OK",OK,"MEHRLE, ANDERSON P","","","1,100","","1,100"
"MEHTA, ADI E","CLEVELAND, OH",OH,"MEHTA, ADI E","","9,963","",230,"10,192"
"MEHTA, JAWAHAR L","LITTLE ROCK, AR",AR,"MEHTA, JAWAHAR L","",84,"","",84
"MEHTA, PALLAV K","WILLOW GROVE, PA",PA,"MEHTA, PALLAV K","","8,488","",207,"8,694"
"MEHTA, VIVEK","TYLER, TX",TX,"MEHTA, VIVEK","","49,675","","1 ,044","50,719"
"MEHTA, VIVEK K","SEATTLE, WA",WA,"MEHTA, VIVEK K","","14,963",188,310,"15,460"
"MEHTANI, JANAK K","SACRAMENTO, CA",CA,"MEHTANI, JANAK K","","52,913","3,250","","56,163"
"MEISEL, DEBORAH G","PROVIDENCE, RI",RI,"MEISEL, DEBORAH G","","33,825","","17,207","51,032"
"MEJIA RIVERA, LUIS C","CAGUAS, PR",PR,"MEJIA RIVERA, LUIS C","","30,225","","2 ,283","32,508"
"MEKHAIL, TAREK M","ALTAMONTE SPRINGS, FL",FL,"MEKHAIL, TAREK M","","25,438","1,563","1 ,090","28,090"
"MELLER, JOSE","NEW YORK, NY",NY,"MELLER, JOSE","","2 ,150","","","2,150"
"MELLMAN, MICHAEL J","BOYNTON BEACH, FL",FL,"MELLMAN, MICHAEL J","","4,031","",19,"4,050"
"MELTON, GWENESTA B","FAYETTEVILLE, NC",NC,"MELTON, GWENESTA B","","3,225","",116,"3,341"
"MELVIN, J ALLEN A","CHARLOTTE, NC",NC,"MELVIN, J ALLEN A","","52,375","","2 ,821","55,196"
"MELVIN, STEPHEN","PANAMA CITY, FL",FL,"MELVIN, STEPHEN","","1 ,556","",242,"1,798"
"MENDEZ DE GUZMAN, RENIER J","BAYAMON, PR",PR,"MENDEZ DE GUZMAN, RENIER J","","1,500","","","1,500"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
"MENDEZ, ALEJANDRO","JACKSON HEIGHTS, NY",NY,"MENDEZ, ALEJANDRO","10,163","","","1 ,747","11,909"
"MENDEZ, MIRIAN","ELGIN, IL",IL,"MENDEZ, MIRIAN","6,025","",6 3,504,"6,591"
"MENDIRATTA, PRATEEK","CHICAGO, IL",IL,"MENDIRATTA, PRATEEK","","7,500","",100,"7,600"
"MENEGHINI, LUIGI F","MIAMI, FL",FL,"MENEGHINI, LUIGI F","","3,131","","","3,131"
"MENNE, DEBBIE","SAINT LOUIS, MO",MO,"MENNE, DEBBIE","24,688",300,"1,938","5 ,979","32,904"
"MENTAL HEALTH COOPERATIVE FOUNDATION, INC.","NASHVILLE, TN",TN,"LYNCH, ALAN J","",750,"1,250","","2,000"
MERAYO MEDICAL ARTS GROUPS,"CORAL GABLES, FL",FL,"MERAYO, HUBERTO E","","10,550","",184,"10,734"
"MERCER BUCKS CARDIOLOGY, PA","YARDLEY, PA",PA,"PROVIDERS OF SERVICE: DRUCKER, DAVID W; WOLF, ANDREAS","","2,800","","","2,800"
"MERCER, DAVID W","DAVENPORT, IA",IA,"MERCER, DAVID W","","","1,719","","1,719"
"MEREDITH, KENT G","SALT LAKE CITY, UT",UT,"MEREDITH, KENT G","","6,684","","","6,684"
"MERKLE, LARRY N","ALLENTOWN, PA",PA,"MERKLE, LARRY N","","10,838","","","10,838"
"MERRICK, DELORES","PHILADELPHIA, PA",PA,"MERRICK, DELORES","22,744","2,156","","3 ,219","28,119"
"MERVIS, JAMES R","SEPULVEDA, CA",CA,"MERVIS, JAMES R","","20,025",313,"1 ,743","22,081"
"MESZNICK, SHELLEY","WHITE PLAINS, NY",NY,"MESZNICK, SHELLEY","1,256","","",189,"1,445"
"METABOLIC GROUP, PLLC","HENDERSONVILLE, TN",TN,"DAUPHIN, PASCAL A","","25,838","","1 ,890","27,728"
"METHNER, AUTUMN","BAY CITY, MI",MI,"METHNER, AUTUMN","4,706","","","1 ,317","6,023"
METZGER PAIN MANAGEMENT,"SHREWSBURY, NJ",NJ,"METZGER, SCOTT E","","15,450","",765,"16,215"
"METZGER, MICHAEL E","ROCHESTER, NH",NH,"METZGER, MICHAEL E","","3,384","","","3,384"
"METZINGER, CATHY","MELBOURNE, FL",FL,"METZINGER, CATHY","4,469","","","1 ,896","6,365"
"MEYER, STEVE","ALAMOGORDO, NM",NM,"MEYER, STEVE","9,350",469,"6,094","1 ,050","16,963"
"MEYERS, STEPHEN A","IDAHO FALLS, ID",ID,"MEYERS, STEPHEN A","","4,225","","","4,225"
"MEYERS-MARQUARDT, MARY T","BRYAN, TX",TX,"MEYERS-MARQUARDT, MARY T",506,"","","",506
"MICHAEL A. BOLOGNESE MD, PC","BETHESDA, MD",MD,"BOLOGNESE, MICHAEL A","","22,038","",336,"22,374"
"MICHAEL A. KWIAT, MD","BEAVER, PA",PA,"KWIAT, MICHAEL A","","21,363","",507,"21,869"
"MICHAEL B. STOTLER, MD, PC","WEBSTER GROVES, MO",MO,"STOTLER, MICHAEL B","","41,700","","1 ,953","43,653"
"MICHAEL BANOV, PC","MARIETTA, GA",GA,"BANOV, MICHAEL D","","52,400","5,313","1 ,515","59,228"
"MICHAEL GITLIN, M.D., P.C.","LOS ANGELES, CA",CA,"GITLIN, MICHAEL J","","42,450","",275,"42,725"
"MICHAEL GOTLIB, MD,P.C.","WEST BLOOMFIELD, MI",MI,"GOTLIB, MICHAEL H","","11,800","","","11,800"
"MICHAEL GREENBAUM, MD, SC","LIBERTYVILLE, IL",IL,"GREENBAUM, MICHAEL S","","27,225","",529,"27,754"
"MICHAEL J. BRENNAN, M.D.","FAIRFIELD, CT",CT,"BRENNAN, MICHAEL J","",450,"","",450
"MICHAEL K. LAI, MD, INC.","SANTA MARIA, CA",CA,"LAI, MICHAEL K","","2,906","","","2,906"
"MICHAEL L. ADLER, MD, PC","PLAINS, PA",PA,"ADLER, MICHAEL L","","10,481","","","10,481"
"MICHAEL L. MEYER, MD","OMAHA, NE",NE,"MEYER, MICHAEL L","","53,188","","1 ,799","54,987"
"MICHAEL P. AZEVEDO, MD","FRESNO, CA",CA,"AZEVEDO, MICHAEL P","","1,500","","","1,500"
"MICHAEL P. SHERMAN, M.D., PHD, A MEDICAL CORPORATION, DBA: CONTRA COSTA ONCOLOG","WALNUT CREEK, CA",CA,"SHERMAN, MICHAEL P","","8 ,263","","","8,263"
"MICHAEL R. PATNAUDE, DO","PORTLAND, ME",ME,"PATNAUDE, MICHAEL R","","9 ,300","","","9,300"
"MICHAEL ROSS STERNBERG, M.D.","WOODBRIDGE, VA",VA,"STERNBERG, MICHAEL R","","16,800","","1 ,136","17,936"
"MICHAEL, BRIAN E","GETTYSBURG, PA",PA,"MICHAEL, BRIAN E","","7 ,431","",55,"7,487"
"MICHAELS, ANDREW D","EUREKA, CA",CA,"MICHAELS, ANDREW D","","1 ,434","",157,"1,591"
"MICHAUD, JEFFREY S","LEWISTON, ME",ME,"MICHAUD, JEFFREY S","","20,900","",570,"21,470"
"MICHELE P. SARTORI, M.D.","HOUSTON, TX",TX,"SARTORI, MICHELE","","17,084","",219,"17,303"
"MICHELE T. MCDERMOTT, MD","AUSTIN, TX",TX,"MCDERMOTT, MICHELLE T","","12,925","",846,"13,771"
"MICHELLE BANDUCCI, MD","SAN RAMON, CA",CA,"BANDUCCI, MICHELLE M","","6,100","",331,"6,431"
"MICHELLE COCHRAN, MD","NASHVILLE, TN",TN,"COCHRAN, MICHELLE R","","50,750","","5 ,389","56,139"
"MICHIGAN HEMATOLOGY ONCOLOGY, P.C.","ROCHESTER, MI",MI,"FATA, FARID T","","8 ,913","","","8,913"
"MICHIGAN MEDICAL, P.C.","GRAND RAPIDS, MI",MI,"KNIBBE, JEFFRY D","","11,275","",221,"11,496"
MID ATLANTIC HEADACHE INSTITUTE,"PIKESVILLE, MD",MD,"RIBEIRO, MARCIA C","","10,200","",165,"10,365"
MIDLANTIC BEHAVIORAL MEDICINE,"FLORHAM PARK, NJ",NJ,"KRAL, FELIX E","","39,488","",514,"40,001"
"MIDWALL, JAY A","ATLANTIS, FL",FL,"MIDWALL, JAY A","","4,963","",73,"5,035"
MIDWESTERN ENDOCRINOLOGY,"OVERLAND PARK, KS",KS,"GREEN, ANDREW J","","3,781","","","3,781"
"MIDWESTERN PSYCHIATRIC CONSULTATION, L.L.C.","CHESTERFIELD, MO",MO,"ANDERSON, RICHARD H","","54,050","","2 ,347","56,397"
"MIDYETT, LARRY K","MISSION, KS",KS,"MIDYETT, LARRY K","","9,088","",15,"9,103"
